,index,english,translated_from_finnish,translated_from_dutch,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_mandarin,translated_from_polish,translated_from_portuguese,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
840,395051,I know those girls.,Tunnen nuo Girls.,I know those girls.,Je connais ces filles.,Ich kenne diese Mädchen.,Tyhle holky znám.,Conosco అమ్మాయిలు quelle.,I know herたち.,I recognize those girls.,Znam te dziewczyny.,Já znám ty holky.,මම දන්නවා මේ කෙල්ලෝ ටික.,Conozco ఆ chicas ఒక ఆ.,Şu kızları tanıyorum.,私はこれらの女の子を知っています. | 私はこれらの女の子を知っています.
841,395934,Great!,Upeaa! | Upeeta!,Great! | Cool! | Brilliant! | Fantastic! | Good! | Gorgeous. | Insane! | Wonderful! | Gone! | Well done! | Very good! | Good. | That's great! | What a great! | Well done! | Great! | Excellent! | Well done! | That's great! | Great! | Awesome!,Super! | Très bien! | Sensass! | Chouette!,Großartig! | Prima!,ලොකු!,Grande! | Forte!,さすが! | すんごい!,| 真好! | 素晴らしい!,Świetnie!,Muito bom! | Massa! | Legal!,Класс! | Отлично!,Skvělé! | Órale! | Chachi!,හැරීකා!,Чудово! | Класно! | Супер!
842,397714,I am tired.,Minua väsyttää. | Minua väsyttää! | Mua väsyttää!,I'm tired.,Je suis fatigué! | Je suis crevé.,Ich bin müde.,මම עייפה.,我累了!我累了!我累了!我累了!我累了!我累了!我累了!我累了!我累了!,疲れました。 | 疲れたなあ。 | 疲れた! | 疲れたなぁ。 | 疲れたー。,"我累了,我累了。",Jsem zmęczony.,Já jsem unavená. | Já jsem unavená. | Já jsem unavená.,මම ඇහැරුනා.,Jsem cansado. | Estoy cansada. | ¡Estoy cansado! | Estoy fisurado.,Yorgunum. | Ben yorgunum.,Я втомився. | Я втомилася.
843,398513,I'm just kidding.,Minä vain pilailen.,I'm just kidding. | I love it.,Je plaisante. | Je rigole.,Ich mache nur Spaß. | Das ist bloß ein Witz.,मैं सिर्फ מתלוצץ. | זאת רק בדיחה.,స్టూ సోలో scherzando.,It's just a joke. | just a joke. | just a joke. | just a joke. | just a joke.,මම විහිලු කරනවා.,විහිළුවක් විතරයි.,I'm brincando. | Eu só estou brincando.,Я шучу. | Я просто шучу. | Я же шучу. | Да я шучу.,Es solo una broma. | Estoy bromeando.,Jen şaka yapıyorum.,Я жартую. | Я просто жартую. | Я лише жартую. | Це лише жарт.
844,399205,He's smart.,例如:,He's smart. | He's smart.,Il est తెలివైన.,Er ist klug. | Er ist elegant.,ஞானம் பெற்றவர். | ஞானம் பெற்றவர்.,Je inteligentní. | Lui je inteligentní.,He's got a good head. | 利口だね.,他很聪明。,විහිලුවෙන්.,ഇവള് ബുദ്ധിശാലിയാണ്.,Он смышлёный. | Он умный.,Je inteligentní. | Je inteligentní. | Je inteligentní,O smart. | O smartdır.,Він розумний.
845,399354,Are you alone?,നീ ഒറ്റയ്ക്കാണോ?,Is she alone? | Are you alone?,Es-tu seul? | Tu es seul? | Es-tu seul? | Êtes-vous seul? | Êtes-vous seul? | Êtes-vous seul? | Êtes-vous seul? | Êtes-vous seul?,ఒంటరిగా బీస్ట్ du?,Jsi sám? | Jsi sám?,Sei da solo? | Sei solo? | Sei da sola? | Sei sola?,1人でいるの? | 一人かい?,ඔයා තනියමද?,Jsi sama? | Jsi sama?,You are alone? | You are alone?,Вы один? | Вы одни? | Вы одна? | Ты один? | Ты одна?,¿Estás solo? | ¿Estás sola?,| Just mısınız? | Just mısınız?,(பிபிபிசி) நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாளம்
846,400184,What do you want to drink?,මොනාද කලු වෙන්න ඕනේ?,What do you want to drink? | What do you want to drink?,Que veux-tu boire? | Que voulez-vous boire?,Was willst du trinken? | Was wollen du trinken? | Was wollen Sie zu trinken?,| What would you like to drink?,"""உங்களது விருப்பம் என்ன?"" ""உங்களது விருப்பம் என்ன?"" ""உங்களது விருப்பம் என்ன?"" ""உங்களது விருப்பம் என்ன?"" ""உங்களது விருப்பம் என்ன?""",何が飲みたい? | 何飲みたい?,මොනා බොන්නද?,Co pan pije? | Co życzy pan sobie do picia?,O que quer para beber? | O que você quer beber?,Что вы хотите пить? | Что хотите выпить?,څه غواړئ؟ | څه غواړئ؟ | څه غواړئ؟,ඔයා කැමතිද බොන්න?,♫ ♫ ♫ ♫
847,400191,What would you like to eat?,Was möchten Sie nicht essen? | Was möchten Sie nicht essen? | Was möchten Sie nicht essen? | Was möchten Sie essen?,What would you like to eat? | What would you like to eat?,Qu'aimerais-tu manger? | Que voulez-vous manger? | Que veux-tu manger? | Que voudrais-tu manger? | Que voudrais-tu manger? | Qu'est-ce que tu veux manger? | Que veux-tu manger? | Qu'aimerais-tu manger? | Qu'aimeriez-vous manger?,Was möchten du zum Essen? | Was möchten du essen? | Was wollen Sie essen? | Was würdest du gerne essen? | Was möchtet ihr essen?,क्या आप खाना चाहते हैं? क्या आप खाना चाहते हैं? क्या आप खाना चाहते हैं?,Co byste chtěli jíst? | Co byste chtěli jíst? | Co byste chtěli jíst? | Voi co byste chtěli jíst? | Co byste chtěli jíst? | Lei co byste chtěli jíst? | Co byste chtěli jíst? | Tu co byste chtěli jíst? | Co byste chtěli jíst? | Voi co byste chtěli jíst? | Co byste chtěli jíst? | Lei co byste chtěli jíst?,| 何が食べたいですか。 | 何を食べたいですか?,क्या आप खाते हैं?,Co మీరు zjeść అనుకుంటున్నారా?,O que você gostaria de comer?,Чего бы ты хотел съесть? | Чего бы вы съели? | Чего бы ты съел? | Чего бы ты хотел поесть? | Чего бы вы хотели съесть? | Чего бы вы хотели поесть? | Чего бы вы хотели поесть? | Чего бы вы хотели поесть? | Чего бы ты хотел съесть? | Чего бы вам хотели съесть?,¿Qué le apetece? | ¿Qué quiere comer?,ඔයා කැමති කෑමකටද?,"Как щодо того, чтобы поїсти? | Чого б ви хотели поїсти? | Що б ви хотели з'їсти?"
848,400395,Speaking English isn't easy.,ඉංග් රීසි කතාminen ei ole helppoa.,It's not easy to speak English. | It's not easy to speak English.,ඉංග් රීසි කතා කරන එක ලේසි නෑ.,English zu sprechen ist nicht leicht. | English sprechen ist nicht leicht.,英語を話すのは簡単ではありません。| 英語を話すのは簡単ではありません。,Parlare English non è facile. | Parlare l'inglese non è facile.,It's not easy to speak English. | It's not easy to speak English.,It's not easy to speak English | It's not easy to speak English.,Mówienie po angielsku nie jest łatwe.,Falar angielski não é fácil. (ang.).,Говорить по-английски непросто.,Hablar English no es cosa fácil. | Hablar English no es fácil.,Englisch konuşmak kolay değildir.,| Speak Englishою — Нелегка справа. | Speak Englishою непросто.
849,403063,Do you understand?,മനസ്സിലായോ?,Do you understand? | Do you understand? | Do you understand?,Comprenez-vous? | Comprends-tu?,Verstehen Sie? | Verstehst du?,ඔයාට තේරුනාද?,Capisci? | Capisce? | Kapite?,わかりますか. | わかりましたか. | わかりましたか.,ඔයාට තේරුනාද?,Rozumiesz? | Rozumiecie?,You understand? | You understand?,ඔයාට තේරුනාද?,எழுத்தறிவு பெற்றவர்? | எழுத்தறிவு பெற்றவர்? | எழுத்தறிவு பெற்றவர்? | எழுத்தறிவு பெற்றவர்? | எழுத்தறிவு பெற்றவர்?,Anlıyor musun? | Anlıyor musunuz?,ඔයාට තේරුනාද?
850,404046,I'm at home.,Olen kotona. | Minä olen kotona.,I'm home.,Já jsem v domě. | Já jsem v domě.,Ich bin zu Hause.,Já jsem doma. | Já jsem doma.,Jsem doma. | Já jsem doma. | Sono nella casa.,I'm at home. | I'm at home. | I'm at home.,私は家にいる | 我在家にいる。,Jestem w domu.,Estou em casa.,මම ගෙදර.,Jsem en casa. | Já estoy en casa. | Estoy en la casa.,Ben houseyim. | houseyim.,నేనుఇంటికి.
851,404096,I'm hungry!,Já olen nälkäinen. | Minulla on nälkä. | Minulla on nälkä! | Mullon nälkä! | Mulla on nälkä!,I'm hungry.,J'ai faim!,Ich habe Hunger! | Ich bin hungrig!,මම නරකයි! මම නරකයි!,Ho fame! | Io ho fame! | Sono affamato! | Io sono affamato! | Sono affamata! | Io sono affamata!,I was hungry! | ああ、お腹が空いた。 | お腹がすいた。 | 腹が減った。 | 腹が減った。,我饿了! | 我饥饿!,Jestem głodny. | Jestem głodny!,Jsem com fome! | Estou faminto! | Quero comer. | Tenho fome. | Estou faminto. | Estou com fome.,Я голоден. | Я есть хочу! | Я голодная!,¡Tengo hambre! | Estoy hambriento. | Ya tengo hambre. | Me pica el bagre.,| | | | | | | | | | | |,Я хочу есть! | Я хочу есть! | Я хочу есть! | Я хочу есть!
852,404098,Do you understand what I'm saying?,நான் என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்? | என்ன பேசுகிறேன் என்பதைப் புரிந்து கொள்கிறேன்?,Do you understand what I'm saying?,Est-ce que tu comprends ce que je dis? | Comprends-tu ce que je suis en train de dire?,क्या मैंने कहा था? क्या मैं बुद्धिमान था? क्या मैं बुद्धिमान था?,Do you understand what I'm saying? Do you understand what I'm saying? Do you understand what I'm saying? Do you understand what I'm saying? Do you understand what I'm saying? Do you understand what I'm saying? Do you understand what I'm saying?,Capisci cosa dico?,"I don't know what I'm saying, do I?",You understand me mean? | You understand me mean?,"Rozumiesz, co mówię?","Rozumíte tomu, co říkám? | Rozumíte tomu, co říkám? | Rozumíte tomu, co mu říkám?","Вы понимаете, что я говорю? | Вы понимаете, что я говорю?",¿Entiendes lo que te digo? | ¿Entiendes lo que estoy diciendo?,මොනාද කියන්නේ?,You understand what I say? | You understand what I say?
853,405518,"You can do it, can't you?",നിനക്കത് ഇഷ്ടമല്ലേ?,"You can do it, right?","Tu peux le faire, isn't-ce pas?","Du kannst das nicht wahr? | Du kannst das doch, oder?","మీరు కుడి, అది చేయవచ్చు?","Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero? | Můžeš to udělat, vero?",ඔයාට ඒක කරන්න පුලුවන්ද?,"Můžeš to udělat, že jo?","Můžeš to udělat, že jo?","You can do it, you can't do it? | You can do it, you can't do it?","Ty же můžeš to udělat, да?","Můžeš to udělat, ¿ne? | Můžeš to udělat, ¿verdad? | Podéis to udělat, ¿verdad?","Onu Könnensin, അല്ലെ?","| Ти можеш це зробити, так?"
854,405764,He's eating an apple.,| Hän syö yhden omenan. | Hän syö omenan.,He's eating an apple. | He's eating an apple.,Il est en train de manger une pomme. | Il mange une pomme.,Er isst einen Apfel.,అతను אוכל תפוח עץ.,Sta mangiando una mela. | Lui sta mangiando una mela.,りんごを食べています。 | 彼はりんごを食べています。,他正吃著一個蘋果。 | 他在吃蘋果。,Na je jabłko.,Ele está comendo uma maçã.,Он ест яблоко.,Se está comiendo una manzana.,ഓ ബേര് എൽമാ യെയോര്.,Він їсть яблуко.
855,405766,She's eating an apple.,Hän syö omenaa.,She's eating an apple.,Elle mange une pomme.,Sie isst einen Apfel.,木の葉を食べる | 木の葉を食べる。,Sta mangiando una mela. | Lei sta mangiando una mela.,りんごを食べています。 | 彼女はりんごを食べています。,她正吃著一个苹果。,Ona je jabłko.,Ela está comendo uma maçã.,Она ест яблоко.,Ella se está comiendo una manzana.,ഓ ബേര് എൽമാ യെയോര്.,Она їсть яблуко.
856,405767,They're eating apples.,On syövät omenoita.,They are eating apples. | They are eating apples.,"""അils mangent des pommes"".",Sie essen Äpfel.,| They eat תפוחים. | They eat תפוחי עץ.,Stanno mangiando delle mele.,りんごを食べています。,他们正在吃苹果。,Jedzą jabłka.,Eles estão comingndo maças. | Elas estão comingndo maçãs.,Они едят яблоки.,Están comiendo manzanas.,උන් එල්මාලර් දෙනවා.,Oni їдять яблука.
857,405769,We're eating apples.,Já syömme omenoita.,We eat apples. | We're eating apples. | We eat apples.,"""നമ്മള് pommes en train de manger de manger des"".",Wir essen Äpfel.,మేముעץתפוחי తినడానికి.,Stiamo mangiando mele. | Stiamo mangiando delle mele.,りんごを食べています。,We are eating apples. | We are eating apples. | We are eating apples.,Jemy jabłka.,| Estamos comendo maçã.,Мы едим яблоки.,我们正在做曼萨纳斯。,Biz elma yiyoruz.,Ми їмо яблука.
858,406604,Tom is my friend.,Tom na minun ystäväni.,Tom's my friend.,ടോം എന് റെ സുഹൃത്താണ്.,Tom je můj přítel.,ටොම් මගේ යාලුවා. | תום මගේ යාලුවා. | תום මගේ යාලුවා.,Tom je můj přítel. Tom je můj přítel. Tom je můj přítel.,トムは私の友人です。 | トムは私の友人だ。 | トムは私の友人だ。 | トムは私の友人だ。 | トムは私の友人です。 | トムは私の友人です。,湯姆是我的朋友。,Tom je můj přítelem.,ടോം എന് റെ സുഹൃത്താണ്.,Tom můj přítel. | Tom - můj přítel.,ടോം എന് റെ സുഹൃത്ത്.,Tom benim arkadaşımdır. | Tom benim arkadaşım.,ටොම් මගේ යාළුවා.
859,407574,I missed you.,Kaipasin jus. | Aš buvau jums nemalonus.,I missed you. | I missed you. | I missed you. | I missed you. | I missed you. | I missed you.,Tu m'as manqué.,Du hast mir gefehlt. | Ich habe dich vermisst.,| התגעגעתי אליך.,"”“我已故,我已故,我已故,我已故,我已故,我已故。",さみしかったよ.,I think you. | I think you.,Tęskniłem za tobą.,senti sua falta. senti saudade! senti tua falta! senti sua falta! senti saudade.,Я скучал по тебе. | Я скучала по тебе. | Я скучал по вам. | Мне тебя нехватало. | Мне вас нехватало. | Я по тебе скучал. | Я по вам скучал.,Te eché de menos. | Te extrañé.,Seni özledim.,Я сумував за тебя. | Я сумувала за вами.
860,408293,What's your name?,कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम? | कौन है तुम्हारा नाम?,What's your name? What's your name? What's your name?,Comment est-ce que tu t'appelles? | Comment tu t'appelles? | Comment vous appelez-vous? | Comment t'appelles-tu? | Quel est votre nom? | Quel est ton nom? | Comment te nomme-t-on? | Comment t'appelles-tu? | Comment tu t'appelles?,Wie heißt du? Wie ist dein Name? Was ist dein Name?,| あなたの名前は?,Jak se jmenuješ? Jak se jmenuješ ty? Jak se jmenuješ ty? Jak se jmenuješ ty? Jak se jmenuješ ty? Jak se jmenuješ ty?,What is your name? | What is your name? | What is your name? | What is your name? | What is your name? | What is your name?,你叫什么名字? | 叫什么名字? | 你叫什么名字?,Jak masz na imię? | Jak się nazywasz?,名前は? | 名前は? | 名前は? | 名前は? | 名前は? | 名前は? | 名前は?,名前は? | 名前は? | 名前は?,क्या है तुम्हारा नाम? | क्या है तुम्हारा नाम? | क्या है तुम्हारा? | क्या है तुम्हारा नाम?,வார்ப்புரு: வார்ப்புரு: adın ne? | adın nedir? | İsmin ne? | İsminiz nedir? | İsminiz ne?,Как тебе на ім'я? | Як тебе звати? | Як твоє ім'я? | Як вaс звати? | Як тебе звуть? | Як вaс кличуть? | Як вас звуть?
861,410244,She is beautiful.,Hän on kaunis.,She's beautiful.,Elle est belle. | Elle est magnifique.,Sie ist schön.,Je krásná. | Je krásná. | Je krásná.,Lei è bella. | È bella.,美人だなあ. | 彼女は美しい。,她很漂亮。,Ona je krásná.,É bonita. | Ela é bela. | Ela é bonita.,Она красивая.,Es guapa. | Ella es guapa. | Ella es preciosa. | Ella es hermosa.,O güzeldir.,Она гарна. | Она вродлива.
862,410529,She likes oranges.,Hän pitää appelsiineista.,She likes to eat oranges.,Elle aime les oranges.,Sie mag Orangen.,Má ráda pomeranče.,Le piacciono le arance. | A lei piacciono le arance.,She likes orange.,柳橙 | She Like Orange子.,Ona má ráda pomeranč.,Ela gosta de laranjas.,Она любит апельсины.,Le gustan las naranjas.,ഓ portakalları seviyor.,Ona kocha aпельсини. | Ona kocha помаранчі.
863,410597,Wait a moment.,Odota Hetki. | Odota vähän.,Wait a minute. | Wait a minute. | Wait a minute.,Aansluit by on- instant.,例如: Warte einen Augenblick. | Warte mal kurz. | Wartet mal kurz. | Warten Sie mal kurz. | Warte mal. | Warte einen Moment.,♫ ♫ ♫ ♫,Aspetta un momento. | Aspetta un attimo. | Aspettate un momento. | Aspettate un attimo. | Aspetti un momento. | Aspetti un attimo.,ちょっと待て、君。 | ちょっと待て。 | ちょっと待て。 | ちょっと待てください。 | ちょっと待てください。 | 少し待てください。 | 少々待てください。 | ちょっと待てて。 | ちょっと待ててて。,| 等一下。,Poczekaj chwilkę.,Espere um momento. | Espere um instante.,තත්පරයක් ඉන්න. තත්පරයක් ඉන්න.,Espere un momento. | Espera un momento. | Esperá un momentoito. | Esperad un momento. | Esperen un momento.,Bir süre bekleyin.,විනාඩියක් ඉන්න. විනාඩියක් ඉන්න.
864,410779,Am I wrong?,Ar esu neteisingas? | Ar esu kilęs? | Erehdynkö? | Ar esu neteisingas?,Am I wrong? | Am I wrong?,Ai-je tort? | Me trompé-je? | Est-ce que je me trompe?,Hab ich nicht Recht? | Irre ich mich? | Hab ich unrecht? | Bin ich im Unrecht?,私は間違っていますか? | 私は大丈夫ではありませんか。,Mi sto sbagliando? | Mi sbaglio? | Ho torto?,| 私は間違っていますか?,මම වැරදිද?,Czy nie mam racji?,Estou errada? | Estou errado?,Я неправ? | Я ошибаюсь?,¿Me equivoco? | ¿Estoy equivocada?,Yanılıyor muyum?,Я не маю рації? | Я помиляюсь? | Я помилився? | Я помилилася? | Я неправий?
865,410780,We need your help.,എനിക്ക് സഹായം വേണം.,We need your help. We need your help. We need your help.,Nous avons besoin de votre aide. | Nous avons besoin de ton aide.,Potřebujeme tvou pomoc. Potřebujeme tvou pomoc. Potřebujeme tvou pomoc.,ہم تمہاری مدد کی ضرورت ہے.,ഞങ്ങള് ക്ക് നിന് റെ സഹായം ആവശ്യമുണ്ട്.,We need your help.,We Need Your Help.,Potrzebujemy twojej pomocy.,Precisamos de sua ajuda. | Precisamos da sua ajuda.,Potřebujeme tvou pomoc. Potřebujeme tvou pomoc.,Necesitamos su ayuda. | Necesitamos tu ayuda. | Necesitamos vuestra ayuda.,| Yardımına ihtiyacımız var.,අපිට ඔයාගේ උදව් ඕන. අපිට ඔයාගේ උදව් ඕන.
866,411238,I can't remember his name.,இவரது பெயர் | | | | | | | |,I can't remember his name. | I can't remember his name.,Je ne peux pas me rappeler son nom. | Je ne me souviens pas de son nom.,Ich weiß seinen Namen nicht mehr. | Ich kann mich nicht an seinen Namen erinnern.,I can't remember my name. I can't remember my name. I can't remember my name. I can't remember my name. I can't remember my name. I can't remember my name. I can't remember what my name is. I can't remember my name. I can't remember my name.,| Io non riesco a ricordare il suo nome.,I can't remember his name.I can't remember his name.I can't remember his name.,මට එයාගේ නම මතක නෑ.,Nie mogę zapamiętać jego imienia. | Nie pamiętam jego imienia.,名前を思い出すことができない。 | 私は名前を思い出すことができない。,Я не могу вспомнить его имени.,No puedo recordar su nombre. | No me puedo acordar de su nombre.,Ben onun పేరు గుర్తులేకపోతే.,Я не могу загадати его имя. | Я не могу загадати как его имя.
867,411285,I'll pay.,Já hoidan laskun. | Já tarjoan. | Já maksan.,I'll pay.,Je paierai. | Je paie.,Ich werde zahlen.,私は支払う。 | 支払う。,| Pagherò io.,I'll pay. I'll pay.,මම සල්ලි දෙන්නම්.,Ja zapłacę.,Eu pagarei.,Já zaплачу.,යෝ පැරේරේ.,பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்:,Já zaплачу.
868,411667,You're right.,Olet oikeassa.,You're right. You're right.,| You have reason. | You have reason.,"நீரே, நீரே, நீரே, நீரே, நீரே, நீரே, நீரே.","""நீங்கள் உண்மையாளர்களாக இருக்கிறீர்கள்.",Hai ragione. | Voi avete ragione. | Avete ragione.,| おっしゃる通りです。,You are right. | You have reason. | 你说的对. | 你才对.,ඔයා හරි.,Jsi si jistá. | Jsi si jistá. | Máš pravdu. | Máš pravdu. | Máš pravdu.,ඔයා හරි.,Má pravdu.,හරි කියන්න. හරි කියන්න.,ඔයා හරි. ඔයා හරි. ඔයා හරි.
869,412026,I was a student at that time.,Byla jsem do té doby studentkou.,And then I was a student.,Byla jsem tehdy vysokoškolačka. | Byla jsem tehdy vysokoškolačka. | Byla jsem tehdy vysokoškolačka.,Ich war zu der Zeit Student. | Ich war zu jener Zeit Student. | Zu dieser Zeit war ich Student.,V té době jsem byl studentem.,Já jsem jeden student všech dob. Já jsem jeden student všech dob. Já jsem jeden student všech dob. Já jsem jeden student všech dob.,I was a student at the time.,我当时是学生。,Byłem w tym czasie studentem.,私は当時学生だった。| 私は当時学生だった。,В то время я был студентом. | В то время я была студенткой.,Já byl estudiante en esa época. | Já byl un estudiante entonces.,O zamanlar ben öğrenciydim.,У той час я был студентом. | У той час я была студенткой.
870,413058,Are you married?,Ar esate naimisissa? | Ooksä naimisis?,Are you married? | Are you married?,Êtes-vous marié? | Es-tu marié? | Es-tu mariée?,Sind Sie verheiratet? | Bist du verheiratet?,Jsi ženatý? Jsi ženatý? Jsi ženatý? Jsi ženatý? Jsi ženatý?,Jsi vdaná? | Jsi vdaná? | Lei è vdaná? | Jsi vdaná? | Jsi vdaná? | È vdaná? | È vdaná? | Lei è vdaná? | Jsi vdaná? | Voi siete vdaná? | Jsi vdaná? | Voi siete vdaná? | Voi siete vdaná?,කසාද බඳිනවා.,ඔයා වැඩ කලාද?,Jsi ženatý? | Jsi manželatką? | Czy pan je ženatý? | Czy jsi manželatką?,Je casado? | É casada? | Você está casado? | O senhor é casado? | Você é casada?,Вы женаты? | Вы замужем? | Ты в браке? | Ты женат? | Ты замужем?,¿Está usted casado? | ¿Estás casado? | ¿Estás casada? | ¿Eres casada?,എവ്ലി മിസിന്?,Ви одружений? | Ви одружені? | Ви заміжня? | Ти одружений? | Ти заміжня? | Ти одружена? | Ви одружена?
871,413611,No problem!,හේ hätää! | Ilman muuta!,No problem! | No problem!,Aucun problème! | Pas de problème! | Aucun problème! | De rien! | Pas de problème!,کوئی مسئلہ نہیں!,問題ありません! | זאת לא問題!,کوئی مسئلہ نہیں.,problemないよ. | 大丈夫です。 | お安い御用です。,没问题!,Žaden problem! | Nie ma sprawy! | Nie ma problemu! | W porządku!,Sem సమస్య!,کوئی مسئلہ نہیں!,¡Žádný problém s hayem! | ¡Žádný problém s hayem!,Sorun yok!,Žádné problémy! | Žádné problémy! | Žádné problémy! | Bez problémů!
872,413731,"One, two, three, four, five, six, seven, eight, nine, ten.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 62, 63, 64, 65, 66, 67, 68, 69, 70, 69, 70, 71, 72, 73, 74, 75, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 97, 98, 96, 97, 98, 97, 98, 98, 99, 102, 103, 104, 105","One, two, three, four, five, six, seven, eight, nine, 10.",یک ، دو ، سه ، چهار ، پنج ، شش ، هفت ، هشت ، نه ، نه ، ده.,"Eens, twee, drie, vier, vijf, zes, zeven, acht, neun, tien.","ఒకటి రెండు, రెండు, మూడు, నాలుగు, ఐదు, ఆరు, ఏడు, ఎనిమిది, తొమ్మిది, పది.","Uno, due, tre, quattro, cinque, sei, sette, otto, nove, dieci.","One, Two, Three, Four, Five, Six, Seven, Eight, Nine, Ten. | One, Two, Three, Four, Five, Six, Seven, Eight, Nine, Ten.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10.","Eén, twee, drie, vier, vijf, zes, zeven, acht, negen, negen, tien.",ام، دو، تین، چار، چار، پانچ، چھ، سات، سات، سات، آٹھ، نوو، dez.,"Один, два, три, четыре, пять, шесть, семь, восемь, девять, десять. | Раз, два, три, четыре, пять, шесть, семь, восемь, девять, десять.","Uno, dos, three, four, five, six, seven, ocho, nueve, diez.","Bir, iki, three, four, five, six, seven, sekiz, dokuz, on.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 69, 70, 71, 72, 73, 74, 75, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 97, 98, 99, 102, 103, 104, 105, 104, 105, 106, 106, 107, 108, 109"
873,413767,Come home.,Tule kotiin.,Come home.,Viens à la maison.,Kommt heim! | Komm heim!,එන්න ගෙදරට.,Vieni a casa. | Venga a casa. | Venite a casa.,| 家に来いよ。 | 帰ってきなさい。 | 帰ってこい。 | 家に戻ってきなさい。,ගෙදර යන්න.,Chodź do domu.,Venha para casa.,Возвращайся домой. | Приходи домой.,Ven a casa.,ඊව් ජෙල්.,ホームステイ | ホームステイ
874,413820,"Good evening, how are you?","සුභ සන්ධ් යාවක්, මොනාද වෙන්නේ?","Good night, how are you doing? | Good night, how are you doing?","Bonsoir, comment allez-vous? | Bonsoir, comment ça va? | Bonsoir, ça va? | Bonsoir, comment allez-vous?","ശുഭരാത്രി, എങ്ങനെയുണ്ട്?","ערב טוב, מה שלומך?","Buonasera, přijď do státu?",こんばんは.ご機嫌いかが?,"晚上好,你好吗?","Dobry wieczór, co słychać u pani? | Dobry wieczór, co słychać u pani?",ഗുഡ് നൈറ്റ്!,"Dobrý večer, jak vaše дела?","Buenas tardes, ¿cómo estás? | Buenas tardes, ¿cómo están? | Buenas noches, ¿cómo estás?",Good eveninglar. How are you? | Good eveninglar. How are you?,"Доброго вечора, как ваші справи?"
875,413821,What's this?,What's this on? | What's this on?,What is this?,Co to je? | Co to je? | Co to je? | Co to je?,Was ist das? | Was ist das hier? | Was ist das für ein Ding?,Co to je?!,Co je tohle? | Co je tohle? | Co je tohle? | Co je tohle?,何ですか。 | これ何? | これは何ですか。 | 何だこりゃ? | これはなーに? | これは何ですか? | これは何ありますか。 | これは何ござるか。 | これは何ございますか。 | 何これ? | これは何ですか? | 何だこれ?,क्या है? | क्या है? | क्या है? | क्या है? | क्या है चीज़? | क्या है?,ఏం పరిహాసాస్పదం?,O que é isto?,මොකද්ද මේ?,¿Qué es eso? | ¿Qué es esto?,Bu nedir?,क्या है? | क्या है? | क्या है?
