,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
146552,444986,I live here.,I live here.,Hemen bizi naiz.,Hemen bizi naiz.,Hemen bizi naiz.,Hemen bizi naiz.,Je vis ici.,Hemen bizi naiz.,Mi loĝas ĉi tie.,Hemen bizi naiz.,Hemen bizi naiz.,Hemen bizi naiz.,I live here.,Mi loĝas ĉi tie.
146610,448320,Stop!,Ez mugitu!,Gelditu!,Utzi bakean!,That's enough!,Gelditu hor!,¡Permítese!,Gelditu!,그만해!,Gelditu hor!,Ez egin hori!,Altxa zaitez!,- Stop it!,Gelditu zaitez!
146659,448963,It's snowing.,It's snowing.,Neĝas.,Elurra ari du.,Yettnezzay.,Neĝas.,Il neige.,Neĝas.,Neĝas.,Neĝas.,Neĝas.,Neĝas.,Neĝas.,Neĝas.
146671,449023,No one knows.,No one knows.,Inork ez daki.,Inork ez daki.,Inork ez daki.,Inork ez daki.,Personne ne sait.,Inork ez daki.,아무도 몰라,No one knows.,Inork ez daki.,No one knows.,No one knows.,Neniu scias tion.
146672,449029,Catch him.,Get him.,Hartu ezazue.,Harrapa ezazue.,Get him.,Harrapa ezazu.,¡Cáplalo!,Harrapa ezazue.,그를 잡으세요,Harrapa ezazu.,Harrapa ezazu.,Hartu ezazue.,Get him!,-Egin ezazu.
146687,449095,Do you drink coffee?,Do you drink coffee?,- You drink coffee?,You want coffee?,Do you drink coffee?,Ĉu vi trinkas kafon?,Vous buvez du café?,Ĉu vi trinkas kafon?,Ĉu vi volas kafon?,You drinking coffee?,Ĉu vi trinkas kafon?,You have coffee?,Would you like some coffee?,Ĉu vi trinkas kafon?
146688,449105,I eat here.,I eat here.,Mi manĝas ĉi tie.,I'm eating here.,I eat here.,Mi manĝas ĉi tie.,Je mange ici.,Mi manĝas ĉi tie.,여기 먹으러 가요,I'm eating here.,Mi manĝas ĉi tie.,Like here.,I'm eating here.,Mi manĝas ĉi tie.
146692,449111,Your dog is here.,Your dog is here.,Via hundo estas ĉi tie.,Your dog is here.,Your dog is here.,Jen via hundo.,Ton chien est ici.,Via hundo estas ĉi tie.,Zure txakurra hemen dago.,Your dog is here.,Via hundo estas ĉi tie.,Jen via hundo.,Your dog is here.,Via hundo estas ĉi tie.
146694,449118,This is your key.,This is your key.,This is your key.,This is your key.,That's your key.,Tio estas via ŝlosilo.,C'est votre clé.,Jen via ŝlosilo.,Hau da zure giltza.,It's your key.,It's your key.,This is your key.,This is your key.,Tio estas via ŝlosilo.
146696,449158,Keep going straight.,Keep going straight.,Keep going straight.,Just keep going straight.,Keep going straight!,Segi zuzen.,Sigue recto.,Keep going straight.,"그냥, 바로 가세요.",Keep going straight.,"Aurrera, aurrera.",Keep it straight.,Keep going straight.,Jarraitu zuzen.
146709,449699,What should I do?,What should I do?,Zer egin behar dut?,Zer egin behar dut?,What do you want me to do?,Zer egin behar dut?,Que dois-je faire?,Zer egin behar dut?,제가 뭘 해야 할까요?,Zer egin behar dut?,Zer egin behar dut?,What should I do?,What am I supposed to do?,Zer egin behar dut?
146725,450074,Come if you can.,Come if you can.,"Venu, se vi povas.","Come on, if you can.",Come if you can!,Etorri ahal baduzu.,"Venez, si vous pouvez.","Come on, if you can.","만약 당신이 올 수 있다면, 오세요.","Come on, if you can.",Come along if you can.,Come if you can.,Come if you can.,Come if you can.
146778,451212,She has few friends.,She has few friends.,Ŝi havas malmultajn amikojn.,He has few friends.,Ur tesεi ara aṭas n yimeddukal.,Ŝi havas malmultajn amikojn.,Tiene algunos amigos.,Li havas malmultajn amikojn.,Ŝi havas malmultajn amikojn.,Ŝi havas malmultajn amikojn.,Ŝi havas malmultajn amikojn.,Ŝi havas malmultajn amikojn.,He has few friends.,Ŝi havas malmultajn amikojn.
147019,453219,Happy birthday!,Happy birthday to you!,Feliĉan naskiĝtagon!,Urtebetetze on!,Urtebetetze on!,Koran gratulojn je la naskiĝtago!,¡Feliz cumpleaños!,Feliĉan naskiĝtagon!,생일 축하합니다.,Happy birthday to you!,Urte askotarako!,Urtebetetze zoriontsua!,It's a good thing you were born!,Urte askotarako!
147057,453394,Love is blind.,Love is blind.,Amo blindigas.,Maitasuna itsua da.,Tayri d taɣalwit.,Amo blindigas.,El amor es ciego.,Amo estas blinda.,Maitasuna itsua da.,Maitasuna itsua da.,Amo estas blinda.,Amo estas blinda.,Love is blind.,Amo estas blinda.
147078,453418,I ordered two hamburgers.,I ate two hamburgers.,Mi mendis du hamburgaĵojn.,I ordered two hamburgers.,Ssuterɣ snat n hamburger.,Mi mendis du hamburgajn.,J'ai commandé deux hamburgers.,Mi mendis du hamburgaĵojn.,두 개의 햄버거를 주문했어요,I ordered two hamburgers.,Mi mendis du hamburgaĵojn.,I ordered two hamburgers.,I ordered two hamburgers.,Mi mendis du hamburgaĵojn.
147352,454490,I don't know what to do.,I don't know what to do.,I don't know what to do.,Ez dakit zer egin.,I don't know what to do.,Ez dakit zer egin.,Je ne sais pas quoi faire.,Ez dakit zer egin.,어떻게 해야 할지 모르겠어요,I don't know what to do.,I don't know what to do.,I don't know what to do.,I don't know what to do.,"Mi ne scias, kion fari."
147369,454514,"I think, therefore I am.",I thought I was here.,I guess so I am.,"I think, so I am.",So I guess I am.,I guess that's me.,"Je pense, c'est-à-dire que je suis.","I think, so I am.",그래서 내가 있는 것 같아요.,"I think, so I am.","Mi pensas, do mi ekzistas.","I think, then I exist.","I'm thinking, so I'm here.",Uste dut horregatik existitzen naizela.
147402,455290,What are you interested in?,What are you interested in?,What do you care about?,What are you interested in?,What do you care about?,What do you care about?,Qu'est-ce qui vous intéresse?,What do you care about?,Pri kio vi interesiĝas?,What's your interest?,What do you care?,What's your interest?,What are you guys into?,Zer interesatzen zaizu?
147586,456157,It was love at first sight.,It was love.,It was love at first sight.,It was love at first sight.,It was love at first sight.,Estis amo je la unua rigardo.,C'était un amour à première vue.,It was love at first sight.,Lehen maitasuna.,It was love at first sight.,It was love at first sight.,It was love at first sight.,He was in love at first sight.,Tio estis amo je la unua rigardo.
147623,456237,It's raining.,It's raining.,Pluvas.,Euria ari du.,Tettɣelli.,Pluvas.,Il pleut.,Pluvas.,Pluvas.,Pluvas.,Pluvas.,Euria ari du.,Pluvas.,Pluvas.
147677,456357,May I help you?,Can I help you?,Lagundu zaitzaket?,Zer egin dezaket?,Can I help you with something?,Lagundu zaitzaket?,Puis-je vous aider?,Lagundu zaitzaket?,제가 뭘 해야 할까요?,Can I help you?,Can I help you with something?,How can I serve you?,Can I help you?,Lagunduko dizut?
147798,456627,Please speak more slowly.,Please tell me.,Bonvolu paroli pli malrapide.,-Ez hitz egin astiroago.,"Ttxil-k, awal-ik war tezwir.",Bonvolu paroli pli malrapide.,"Parlez plus lentement, s'il vous plaît.",Bonvolu paroli pli malrapide.,좀 느리게 말해봐요,"Please, speak slowly.",Bonvolu paroli pli malrapide.,"Parolu pli malrapide, mi petas.",Bonvolu paroli pli malrapide.,Bonvolu paroli pli malrapide.
147840,456719,She is from France.,She's French.,Ŝi devenas de Francujo.,Frantziakoa da.,She's from France.,Ŝi devenas de Francujo.,Elle est française.,Ŝi venas el Francujo.,Ŝi estas el Francio.,Ŝi estas el Francujo.,Ŝi estas el Francujo.,Ŝi estas el Francujo.,Li estas franco.,Ŝi estas el Francujo.
147894,457629,Hungry?,Are you hungry?,Goseak zaude?,Goseak zaude?,Are you hungry?,Goseak zaude?,¿Tienes hambre?,Goseak zaude?,Ĉu vi malsatas?,Goseak zaude?,Ĉu vi malsatas?,Goseak zaude?,Are you hungry?,Ĉu vi malsatas?
147900,457741,I trust you.,I trust you.,Fidatzen naiz zutaz.,Zurekin fidatzen naiz.,I trust you.,Zure eskuetan nago.,Je fais confiance à toi.,Fio naiz zurekin.,Utzi.,Fidatzen naiz zutaz.,Fio naiz zurekin.,Zutaz fidatzen naiz.,I trust you.,Fio naiz zurekin.
147956,460021,My favorite color is red.,I like red.,Mia plej ŝatata koloro estas ruĝa.,Red is my favorite color.,Amaru i ḥemmleɣ d azeggaɣ.,Mia plej ŝatata koloro estas ruĝa.,Ma couleur préférée est le rouge.,Mia plej ŝatata koloro estas ruĝa.,Mia plej ŝatata koloro estas ruĝa.,Mia plej ŝatata koloro estas ruĝa.,Mia plej ŝatata koloro estas ruĝa.,"La koloro, kiun mi amas, estas ruĝa.",Mia plej ŝatata koloro estas ruĝa.,Mia plej ŝatata koloro estas ruĝa.
147971,460058,I lost my key.,I lost my keys.,Mi perdis mian ŝlosilon.,Giltzak galdu ditut.,Ufiɣ tasuturt-iw.,Mi perdis mian ŝlosilon.,J'ai perdu ma clé.,Mi perdis mian ŝlosilon.,Mi perdis mian ŝlosilon.,Mi perdis mian ŝlosilon.,Mi perdis mian ŝlosilon.,Mi perdis la ŝlosilon.,I lost my key.,Mi perdis mian ŝlosilon.
147996,460198,Crazy!,Erotuta zaude!,Erokeria bat da!,Erotuta zaude!,-Halluzinazioak ditut!,Erokeria bat da!,C'est fou!,Erotuta zaude!,미친 짓이야,Erotuta dago!,Erotuta zaude!,Kaka zaharra!,Erotuta dago!,Erotuta zaude!
148175,461908,Where is your dog?,Where's your dog?,Kie estas via hundo?,Non dago zure txakurra?,Where's your dog?,Kie estas via hundo?,Où est votre chien?,Kie estas via hundo?,Kie estas via hundo?,Where's your dog?,Kie estas via hundo?,Kie estas via hundo?,Where's your dog?,Kie estas via hundo?
148228,462430,Shut up!,Isildu zaitez!,Isildu zaitez!,Itxi ahoa!,Shut up! Shut up!,Isildu zaitez!,Tais-toi!,Isildu zaitez!,Isildu zaitez!,"-Ixo, arraioa!","-Ixo, arraioa!",Isildu zaitez!,Shut up! Shut up!,Isildu zaitez!
148248,462476,Stay there.,Stay here and don't move.,"Geratu hemen, ez mugitu.",Geratu hor.,Stay right there.,Geratu hor!,Restez là.,Geratu hor.,거기 있어,Stay right there.,Stay right there.,Stay right there.,Stay right there.,Geratu hor.
148271,462526,That hurts.,It hurts.,Min ematen dit.,That hurts.,Min ematen dit.,Min ematen dit.,Ça fait mal.,Min ematen dit.,아픔이 있습니다.,It hurts.,Min ematen dit.,Min ematen dit.,It hurts.,Min ematen dit.
148296,462578,"The bill, please.",Payment.,"La fakturon, mi petas.","- The bill, please.","The addition, please.",La fakturon mi petas.,Un compte s'il vous plaît.,"The bill, please.",계산을 해 주세요,"I'll get the bill, please!","The bill, please.","The bill, please.","The bill, please.","Kontua, mesedez."
148342,462670,The customer is always right.,The customer is always right.,La kliento ĉiam pravas.,The customer is always right.,The client is always right.,La kliento ĉiam pravas.,Le client a toujours raison.,The client is always right.,고객들이 항상 옳습니다.,The client is always right.,The client is always right.,The client is always right.,The customer is always right.,The client is always right.
148756,464282,Turn around.,I'm going back.,Itzuli.,Itzuli.,Itzuli.,Itzuli.,Il tournait.,Itzuli.,- 돌아봐,"-Ez, ez. -Ez, ez.",Itzuli.,Itzuli.,Turn around.,Atzera.
148760,464290,Turn right.,Turn right.,Eskuinera.,Eskuinera.,Eskuinera.,Eskuinera!,Tournez à droite.,Eskuinera.,오른쪽으로 돌봐요,Eskuinera.,Eskuinera.,Turn it to the right.,Turn right now.,Eskuinera.
148778,464330,Wash your hands.,Wash your hands.,-Garbitu eskuak.,-Garbitu eskuak.,-Garbitu eskuak.,Garbitu eskuak., Lavez-vous les mains.,Garbitu eskuak.,-Garbitu eskuak.,Garbitu eskuak.,Lavu viajn manojn.,Garbitu eskuak.,Wash your hands.,Lavu viajn manojn.
148881,464546,What do you need?,What do you need?,Zer behar duzu?,Zer behar duzu?,What do you need?,Zer behar duzu?,Qu'est-ce que vous avez besoin?,Zer behar duzu?,무슨 일이야?,What do you need?,Zer nahi duzu?,What do you need?,What do you need?,Zer behar duzu?
148890,464566,What does this mean?,What does that mean?,Zer esan nahi du horrek?,Zer esan nahi du horrek?,What does that mean?,Zer esan nahi du horrek?,Que signifie cela?,What's that supposed to mean?,이 말은 무슨 뜻일까요?,Zer esan nahi du horrek?,Zer esan nahi du horrek?,What's that supposed to mean?,What does that mean?,Zer esan nahi du horrek?
149029,466624,What's your phone number?,What's your phone number?,Kiu estas via telefonnumero?,What's your phone number?,What's your phone number?,Kiu estas via telefonnumero?,Quel est votre numéro de téléphone?,What's your phone number?,Kiu estas la telefonnumero?,What's your phone number?,Give me your phone number.,Kiu estas via telefonnumero?,What's your phone number?,Kiu estas via telefonnumero?
149039,466728,Please wait five minutes.,Please wait a little longer.,Bonvolu atendi kvin minutojn.,Wait five minutes.,Ttxil-k ttraǧemt xemsa ddqayeq.,Bonvolu atendi kvin minutojn.,Veuillez attendre cinq minutes.,"Please, wait five minutes.",5분만 기다려 주세요,Please wait five minutes.,Bonvolu atendi kvin minutojn.,Bonvolu atendi kvin minutojn.,Please wait five minutes.,Bonvolu atendi kvin minutojn.
149057,467339,Iron is a useful metal.,Iron is a useful metal.,Fero estas utila metalo.,Fero estas utila metalo.,Taẓeḍṭ d taẓeḍṭ i d-yefkan azal.,Fero estas utila metalo.,Le fer est un métal utile.,Fero estas utila metalo.,철은 유용한 금속입니다.,Fero estas utila metalo.,Тимер  файҙалы металл.,Fero estas utila metalo.,Fero estas utila metalo.,Fero estas utila metalo.
149075,467672,Where is your father?,Where's your father?,Non dago zure aita?,Where's your dad?,Where's your father?,Non dago zure aita?,Où est ton père?,Non dago zure aita?,Kie estas via patro?,Where's your father?,Non dago zure aita?,Non dago zure aita?,Where's your dad?,Kie estas via patro?
149123,469126,She's my sister.,She's my sister.,Ŝi estas mia fratino.,She's my sister.,She's my sister.,Ŝi estas mia fratino.,C'est ma sœur.,Nire arreba da.,Ŝi estas mia fratino.,She's my sister.,Ŝi estas mia fratino.,Ŝi estas mia fratino.,She's my sister.,Ŝi estas mia fratino.
149236,471780,Let's take a short break.,Let's rest for a while.,Ni faru mallongan paŭzon.,Let's take a little break.,Let's take a short break.,Ni faru mallongan paŭzon.,Faisons une brève pause.,Let's take a short break.,숨을 쉬게 해,Let's take a short break.,Let's take a short break.,Let's take a little break.,Let's go on a few days vacation.,Let's take a short break.
149256,472091,I study Korean.,I'm learning Korean.,Mi studas la korean.,Mi lernas la korean.,Ttεeẓẓleɣ tikuriṭ.,Mi studas la korean.,Je suis en train d'apprendre le coréen.,Koreako ikerketa.,Mi lernas la korean.,Mi lernas la korean.,Mi lernas la korean.,Koreako ikerketa.,I'm working in Korean.,Mi lernas la korean.
149275,472431,I was wrong.,I was wrong.,I was wrong.,I was wrong.,I was wrong.,Oker nengoen.,J'ai eu tort.,Oker nengoen.,제가 틀렸어요.,I was wrong.,Oker nengoen.,I was wrong.,I was wrong.,Mi eraris.
149288,473177,"Hi, how are you?","Hey, how are you?","Hey, how you doing?","Hey, how are you?","Hey, how you doing?",How are you?,"Bonjour, comment allez-vous?","Hey, how you doing?","안녕하세요, 안녕하세요?","Hey, how are you?","Hey, how you doing?","Hey, how you doing?","Hey, how are you?","Hi, how are you?"
149538,477061,No.,"No, I'm not.","Ez, ez dut uste.","Ez, ez dut uste.","Ez, ez dut uste.","Ez, ez dut uste.","Non, pas du tout.","Ez, ez dut uste.","아니, 아니, 아니","Ez, ez dut uste.","Ez, ez dut uste.","Ez, ez dut uste.","Ez, ez dut uste.","Ez, ez dut uste."
149541,477086,Yes.,"Yes, I did.","-Bai, bai, bai.","-Bai, bai, bai.","-Bai, bai, bai.","-Bai, bai, bai.","Oui, oui.","-Bai, bai, bai.","그래, 그래","-Bai, bai, bai.","-Bai, ez dut uste.","Bai, bai, bai.",- I know.,"-Bai, bai."
149667,478255,He closed the door.,He closed the door.,Li fermis la pordon.,Atea itxi du.,Yeɣel tawwurt.,Li fermis la pordon.,Il a fermé la porte.,Li fermis la pordon.,Li fermis la pordon.,Li fermis la pordon.,Li fermis la pordon.,Li fermis la pordon.,Li fermis la pordon.,Li fermis la pordon.
149694,478568,I have no friends.,I have no friends.,Mi ne havas amikojn.,Ez dut lagunik.,Ur sεiɣ ara imeddukal.,Mi ne havas amikojn.,No tengo amigos.,Ez dut lagunik.,Mi ne havas amikojn.,Ez dut lagunik.,Mi ne havas amikojn.,Ez dut lagunik.,I don't have any friends.,Mi ne havas amikojn.
149808,481593,Are they friends?,Are they friends?,Lagunak dira?,Lagunak dira?,Are they friends?,Ĉu ili estas amikoj?,Est-ce qu'ils sont amis?,Lagunak dira?,친구들?,Are they friends?,Are they friends?,Are they friends?,Are they friends?,Lagunak dira?
149868,482303,Where is my book?,Where is my book?,Kie estas mia libro?,Non dago nire liburua?,Where's my book?,Kie estas mia libro?,Où est mon livre?,Kie estas mia libro?,Kie estas miaj libroj?,Kie estas mia libro?,Kie estas mia libro?,Kie estas mia libro?,Where's my book?,Kie estas mia libro?
149949,483350,Guns don't kill people. People kill people.,Guns don't kill. People kill.,Pistolak ez dira jendea hiltzen.,Jendea hiltzen ari dira.,"Ez dira armak gizonak hiltzen, gizonak baizik.",Armak ez dira jendea hiltzen.,"Les armes ne tuent pas les gens, les gens tuent les gens.",Pistolek ez dituzte jendea hiltzen.,"총은 사람을 죽이지 않고, 사람이 사람을 죽인다.",Ez dira pistolek jendea hiltzen dutenak.,Jendea hiltzen ari dira.,"Armak ez dira jendea hiltzen, jendea jendea hiltzen da.","Armak ez dira jendea hiltzen, jendea hiltzen da.",Jendea hiltzen ari dira.
150041,484648,Drive safely.,Driving safely.,-Ez zaitez hil!,Kontuz gidatu.,Ɣer-d sḥebs!,"-Ez, ez.", conduire en toute sécurité.,Stiru prudente.,운전을 조심하세요.,Kontuz gidatu.,Kontuz ibili.,Kontuz gidatu.,Drive safely.,Bidaia segurua.
150094,485099,Thanks anyway.,Or say thank you.,"Thank you, though.","Thank you, though.","Thank you, though.",Thank you anyway.,Merci de tout cœur.,Thank you anyway.,어쨌든 고마워요,"Well, thank you.","Anyway, thank you.",Thank you anyway.,"Thank you, though.","Dena den, eskerrik asko."
150159,486448,I must go now.,I have to go now.,I have to go now.,I have to go now.,I have to go now.,Joan beharra dut.,Je dois partir maintenant.,I have to go now.,이제 가야 해,I have to go now.,I have to go now.,I've got to go now.,I have to go now.,I have to go now.
150190,487006,Cheers!,-Gosaria lehor dago!,Eskerrik asko!,"-Ez, ez da egia.",Osasuna!,Ergela zara!,¡Por vida!,To yours!,Topa egin dezagun!,Osasuna!,Osasuna!,Agur!,Ohore bat da!,"-Ez, ez."
150242,487828,Swimming is easy.,Swimming is easy.,Naĝi estas facile.,Igeri egitea aspaldikoa da.,D ayen isehlen i usemmar.,Naĝi estas facile.,Il est facile de nager.,Naĝi estas facile.,Naĝi estas facile.,Naĝi estas facile.,Naĝi estas facile.,Naĝi estas facile.,Swimming is easy.,Naĝi estas facile.
150457,493028,Do you know the answer?,Do you know the answer?,- You know the answer? - Yeah.,Do you know the answer?,Do you know the answer to that?,Ĉu vi scias la respondon?,Savez-vous la réponse?,Do you know the answer?,Erantzuna badakizu?,Do you know the answer?,Do you know the answer?,You know the answer?,You know the answer?,Badakizu erantzuna?
150558,495717,I'm a journalist.,I'm a journalist.,Mi estas ĵurnalisto.,Ni kazetaria naiz.,Kazetaria naiz.,Mi estas ĵurnalisto.,Je suis journaliste.,Mi estas ĵurnalisto.,Mi estas ĵurnalisto.,Kazetaria naiz.,Mi estas ĵurnalisto.,Mi estas ĵurnalisto.,Mi estas ĵurnalisto.,Mi estas ĵurnalisto.
150562,495838,Please close the door.,Please close the door.,Bonvolu fermi la pordon.,"Will you close the door, please?","Ttxil-k, ruḥ tawwurt.",Bonvolu fermi la pordon.,"S'il vous plaît, fermez la porte.",Bonvolu fermi la pordon.,Bonvolu fermi la pordon.,Please close the door.,Bonvolu fermi la pordon.,Bonvolu fermi la pordon.,Please close the door.,Bonvolu fermi la pordon.
150650,497132,Squirrels move quickly.,The squirrel moves fast.,Sciuroj moviĝas rapide.,Eskaleak azkar mugitzen dira.,Iɣil-nni ttḥewwin s tɣawla.,Sciuroj moviĝas rapide.,Les écureuils se déplacent rapidement.,La sciuroj moviĝas rapide.,개미는 빠르게 움직입니다.,Eskuineko eskumuturrak azkar mugitzen dira.,The proteins move fast.,La sciuroj moviĝas rapide.,The squirrels move fast.,La proteinoj moviĝas rapide.
150727,497969,See you tomorrow.,See you tomorrow.,Bihar arte.,I'll see you guys tomorrow.,Bihar ikusiko dugu elkar.,Bihar ikusiko dugu elkar.,À demain.,Bihar ikusiko dugu elkar.,내일 보자,Bihar arte.,Bihar arte.,Bihar arte.,I'll see you tomorrow.,Ĝis morgaŭ!
150811,499689,Good afternoon.,Good afternoon.,Bonan tagon!,Egun on.,"- Kaixo, lagunak.",Egun on.,Bon après-midi.,Arratsalde on.,오늘,Egun on.,Egun on.,Bonan vesperon!,Egun on.,Egun on.
150828,499998,I'm just looking.,I just watched it.,I'm just watching.,Begiratzera noa.,I'm just looking at it.,Begiratzera noa.,Je regarde juste.,Begiratzen ari naiz.,그냥 보고 있어,Begiratzen ari naiz.,I'm just watching.,I'm just looking at you.,I'm just looking at it.,Begiratzen ari naiz.
151264,506446,Don't worry.,Don't worry about it.,Ez kezkatu.,Ez kezkatu.,Ez kezkatu.,Ez kezkatu.,Ne t'inquiète pas.,Ez kezkatu.,걱정 마,Ez kezkatu.,Ez kezkatu.,Ez kezkatu.,Ez kezkatu.,Ez kezkatu.
151303,506948,Do you smoke?,Do you smoke?,Ĉu vi fumas?,Erretzen ari zinen?,Are you smoking?,Erretzen duzu?,Vous fumez?,Erretzen duzu?,Ĉu vi fumas?,Erretzen ari zara?,Ĉu vi fumas?,Ĉu vi fumas?,Ĉu vi fumas?,Ĉu vi fumas?
151505,508844,The dog is dead.,The dog is dead.,La hundo estas morta.,Txakurra hilda dago.,Aqjun-nni yemmut.,La hundo estas morta.,Le chien est mort.,La hundo mortis.,Txakurra hilda dago.,The dog is dead.,La hundo estas morta.,La hundo estas morta.,La hundo estas morta.,La hundo mortis.
151757,513527,Tom was fired.,Tom was fired.,Tomo estis maldungita.,Tomo estis maldungita.,Qqimen Tom ɣer tewwurt.,Tomo estis maldungita.,Tom Potter a été renvoyé.,Tomo estis maldungita.,Tomo estas renversita.,Tomo estis maldungita.,Tomo estis maldungita.,Tomo estis maldungita.,Tom was fired.,Tomo estis maldungita.
151760,513534,He raised his hands.,He raised his hand.,Li levis la manojn.,He raised his hand.,Yeddem ifassen-is.,Li levis la manojn.,Il leva les mains.,Li levis la manojn.,Li levis ambaŭ manojn.,Li levis siajn manojn.,Li levis la manojn.,Li levis la manojn.,Li levis siajn manojn.,Li levis siajn manojn.
151849,515472,That's life.,This is life.,Hori da bizitza.,Hori da bizitza.,Bizitza da.,Hori da bizitza.,Esa es la vida.,That's life.,그게 인생이야,That's life.,Bizitza da.,Hori da bizitza.,That's life.,Bizitza mota hori.
151862,515572,Are you Japanese?,Are you Japanese?,Ĉu vi estas japano?,Are you Japanese?,D Jajapun i telliḍ?,Ĉu vi estas japano?,Vous êtes japonais?,Ĉu vi estas japanoj?,Ĉu vi estas japano?,Ĉu vi estas japano?,Ĉu vi estas japano?,Ĉu vi estas japano?,Ĉu vi estas japano?,Ĉu vi estas japano?
151926,516321,Today is Monday.,Today is Monday.,Hodiaŭ estas lundo.,Astelehena da.,Ass-a d letnayen.,Hodiaŭ estas lundo.,C'est lundi aujourd'hui.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,It's Monday.,Hodiaŭ estas lundo.
151946,516601,He is poor.,He's poor.,Li estas malriĉa.,-Gaixorik dago.,Txiroa da.,Li estas malriĉa.,Il est pauvre.,Li estas malriĉa.,Txiroa da.,Li estas malriĉa.,Li estas malriĉa.,Li estas malriĉa.,Li estas malriĉa.,Li estas malriĉa.
151972,516745,Goodbye!,"-Ez, ez.","Agur, lagunak.","Agur, lagunak.",- I 'll see you later.,"Agur, lagunak.","Bonjour, vous êtes à la maison.","Agur, lagunak.",안녕하세요!,"Agur, lagunak.","Agur, lagunak.",I'll see you later!,I'll see you later.,Agur!
152040,518553,You may go.,You can go.,Joan zaitezke.,Joan zaitezke.,You can leave now.,Joan zaitezke.,Vous pouvez partir.,You can go now.,가자,You can go now.,You can go.,You can go now.,You can go now.,Joan zaitezke.
152216,521667,It's a good question.,It's a good question.,- It's a good question.,Hori galdera ona da.,Galdera ona da.,Tio estas bona demando.,C'est une bonne question.,Galdera ona da.,좋은 질문이야,That's a good question.,That's a good question.,That's a good question.,That's a good question.,Galdera ona da.
152365,525267,"Tatoeba means ""for example"" in Japanese.","The Japanese word for ""taeba"" is ""taeba"".","Tatoeba estas japane por ""ekzemple"".",Tatoeba means Japanese for example., Tatoeba  d amedya n  s tjapunizt.,Tatoeba signifas ekzemple en la japana.,"Tatuaba signifie ""par exemple"" en japonais.","Tatoeba japane signifas ""ekzemple"".","Tatoeba estas japana vorto por ""ekzemple"".","Tatoeba signifas ""ekzemple"" en la japana.","Tatoeba signifas ""ekzemple"" en la japana.","Tatoeba signifas ""ekzemple"" en la japana.","Tatoeba signifas ""ekzemple"" en la japana.","Tatoeba signifas ""ekzemple"" en la japana."
152581,528455,She woke up.,She woke up.,She woke up.,Esnatu egin da.,She woke up.,Ŝi vekiĝis.,Elle s'est réveillée.,Li vekiĝis.,그녀는 눈길을 끌고,Esnatu egin da.,She's awake.,Ŝi vekiĝis.,She woke up.,Ŝi vekiĝis.
152677,529830,Don't tell anyone this.,Don't tell anyone about this.,Don't talk to anyone about this.,Don't tell anyone about this.,Ur d-tenniḍ ayagi i yiwen!,Diru tion al neniu!,Ne le dites à personne.,Don't tell anyone that.,아무도 이 사실을 말하지 말아요,Don't tell anyone about this.,Don't tell anyone about it.,Don't tell anyone about it.,Don't tell anyone about this.,Diru tion al neniu.
152752,530595,He ordered a beer.,He had a beer.,Li mendis bieron.,He ordered a beer.,Yessuter tazzayt.,Li mendis bieron.,Il a commandé une bière.,Li mendis bieron.,Li mendis bieron.,Li mendis bieron.,Li petis glason da biero.,Li petis bieron.,Li mendis bieron.,Li mendis bieron.
152938,533100,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Kie estas la plej bela loko sur la Tero?,Where's the most beautiful place in the world?,Where is the most beautiful place in the world?,Kie estas la plej bela loko en la mondo?,Où est le plus beau endroit du monde?,Where's the most beautiful place in the world?,Kie estas la plej bela loko en la mondo?,Where's the most beautiful place in the world?,Kie situas la plej bela loko en la mondo?,Kie estas la plej bela loko en la mondo?,Where is the most beautiful place in the world?,Non dago munduko lekurik politena?
153004,533746,How's your mother?,How's your mother?,How's your mother?,How's your mom doing?,How's your mother?,How's your mother?,Comment va ta mère?,How's your mother?,Zer moduz dago zure ama?,How's your mother?,How's your mother?,How's your mother?,How's your mom?,Zer moduz dago ama?
153176,535419,Do you have a cellphone?,Do you have a cell phone?,- Do you have a cell phone?,Do you have a cell phone?,Do you have a baby?,Ĉu vi havas poŝtelefonon?,¿Tienes un teléfono móvil?,Do you have a cell phone?,휴대폰이 있나요?,Do you have a cell phone?,Ĉu vi havas poŝtelefonon?,Do you have a cell phone?,Do you have a cell phone?,Ĉu vi havas poŝtelefonon?
153309,538123,Hi.,- How are you?,"- Kaixo, lagunak.","-Agur, ez.","- Hey, what's up?","Kaixo, lagunak.","Bonjour, vous êtes à la maison.","- Kaixo, lagunak.","- 그래, 그래","- Kaixo, lagunak.","- Kaixo, lagun.","Kaixo, lagunak.","- Hey, you.","Kaixo, lagunak."
